metier;sexe;annee_naissance;random_id_client;enfant_conduite_accompagne;nombre_enfants;tranches_salaires;Tranche_valeur_residence_principale;usage_vehicule;type_vehicule;points_perdus;age_vehicule;type_conduite;date_demande.1;etat_dossier;formule;Tranche_tarif_devis
hot liner;F;2006;23706808998;FAUX;FAUX;+ 80K;Inconnu;Private;Minivan;0;12.0;Highly Urban/ Urban;13/05/2022;incomplet;dev_express;200 - 300€
horticulteur;M;1963;25062423737;FAUX;FAUX;20 - 40K;0 - 0K;Private;z_SUV;0;8.0;Highly Urban/ Urban;01/01/2022;incomplet;dev_express;200 - 300€
ingénieur technico-commercial technico-commerciale en électronique;M;1952;20255534909;VRAI;VRAI;40 - 60K;100 - 200K;Private;Minivan;1;8.0;Highly Urban/ Urban;10/01/2022;complet;dev_integral;300 - 400€
professeur de mathématiques ou de physique-chimie;F;1967;54744664825;FAUX;FAUX;+ 80K;200 - 300K;Private;Minivan;0;;Highly Urban/ Urban;18/04/2022;complet;dev_integral;300 - 400€
accessoiriste;M;2011;48706956583;FAUX;VRAI;+ 80K;300 - 400K;Private;Minivan;1;18.0;Highly Urban/ Urban;16/01/2022;complet;dev_express;200 - 300€
podo-orthésiste;M;1945;5468803987;FAUX;FAUX;40 - 60K;100 - 200K;Commercial;Van;2;7.0;Highly Urban/ Urban;02/01/2022;complet;dev_express;200 - 300€
esthéticien-cosméticien;M;1955;43695843208;FAUX;FAUX;+ 80K;0 - 0K;Commercial;Van;3;16.0;Highly Urban/ Urban;18/03/2022;complet;dev_integral;300 - 400€
ingénieur d'affaires en génie électrique;M;1949;31174159338;FAUX;FAUX;+ 80K;400 - 500K;Private;Sports Car;0;14.0;Highly Urban/ Urban;19/01/2022;complet;dev_premium;400 - 500€
biologiste médical;M;2012;40464231311;FAUX;VRAI;60 - 80K;100 - 200K;Commercial;z_SUV;0;11.0;Highly Urban/ Urban;06/05/2022;complet;dev_integral;200 - 300€
matelot à la pêche;F;1957;32437852018;FAUX;VRAI;20 - 40K;100 - 200K;Commercial;z_SUV;3;4.0;Highly Urban/ Urban;27/04/2022;complet;dev_express;200 - 300€
consultant en management de l'innovation;M;2010;42519371821;FAUX;FAUX;+ 80K;0 - 0K;Private;Minivan;4;19.0;Highly Urban/ Urban;16/02/2022;complet;dev_express;200 - 300€
ingénieur études et développement en logiciels de simulation;F;1933;30357018011;FAUX;FAUX;Inconnu;100 - 200K;Private;Pickup;0;14.0;Highly Urban/ Urban;06/03/2022;complet;dev_integral;200 - 300€
consultant en informatique décisionnelle;M;1983;51478341399;FAUX;FAUX;20 - 40K;0 - 0K;Private;z_SUV;0;5.0;z_Highly Rural/ Rural;07/01/2022;complet;dev_express;200 - 300€
agenceur de cuisines et salles de bains;M;1950;52853779430;FAUX;VRAI;+ 80K;0 - 0K;Private;Minivan;0;16.0;Highly Urban/ Urban;23/02/2022;complet;dev_express;200 - 300€
ingénieur intégration satellite;F;1981;9752436388;VRAI;VRAI;+ 80K;300 - 400K;Private;z_SUV;0;12.0;Highly Urban/ Urban;11/04/2022;complet;dev_integral;200 - 300€
ingénieur fluides, énergies, réseaux, environnement;F;1985;12678051039;FAUX;FAUX;Inconnu;300 - 400K;Private;Sports Car;1;15.0;Highly Urban/ Urban;16/03/2022;complet;dev_integral;300 - 400€
ingénieur en caractérisation des matériaux;F;1979;20228817349;FAUX;FAUX;0 - 20K;0 - 0K;Commercial;Minivan;2;11.0;Highly Urban/ Urban;13/05/2022;complet;dev_express;200 - 300€
mécanicien et technicien;M;1975;25318590468;FAUX;FAUX;+ 80K;300 - 400K;Commercial;Panel Truck;1;7.0;Highly Urban/ Urban;08/01/2022;complet;dev_express;200 - 300€
vendeur conseil caviste;F;1951;57882420289;FAUX;FAUX;+ 80K;300 - 400K;Private;Van;0;3.0;Highly Urban/ Urban;13/03/2022;complet;dev_express;200 - 300€
ingénieur aromaticien aromaticienne;M;1945;4199737115;FAUX;FAUX;20 - 40K;100 - 200K;Commercial;Pickup;3;8.0;Highly Urban/ Urban;05/01/2022;complet;dev_express;200 - 300€
ingénieur électronicien électronicienne des systèmes de la sécurité aérienne (IESSA);F;1985;54980238019;VRAI;VRAI;60 - 80K;100 - 200K;Commercial;Pickup;1;8.0;Highly Urban/ Urban;17/02/2022;complet;dev_premium;400 - 500€
webmestre;M;1931;37701407277;FAUX;FAUX;0 - 20K;0 - 0K;Private;z_SUV;0;16.0;z_Highly Rural/ Rural;14/04/2022;complet;dev_premium;300 - 400€
anatomiste;M;1945;30638251305;FAUX;FAUX;0 - 20K;100 - 200K;Private;z_SUV;2;10.0;Highly Urban/ Urban;10/02/2022;complet;dev_express;200 - 300€
traducteur technique;M;1951;58211043740;VRAI;VRAI;+ 80K;0 - 0K;Commercial;Minivan;0;9.0;z_Highly Rural/ Rural;17/04/2022;complet;dev_integral;200 - 300€
chargé d'affaires en génie mécanique;F;1982;14947809418;VRAI;VRAI;+ 80K;200 - 300K;Commercial;Panel Truck;3;14.0;Highly Urban/ Urban;20/05/2022;incomplet;dev_integral;300 - 400€
responsable de la collecte des déchets ménagers;F;2009;46739567009;FAUX;FAUX;Inconnu;200 - 300K;Commercial;Sports Car;7;1.0;Highly Urban/ Urban;15/02/2022;complet;dev_integral;300 - 400€
installateur en télécoms;M;2019;35833727998;FAUX;FAUX;+ 80K;Inconnu;Commercial;Panel Truck;0;5.0;Highly Urban/ Urban;07/04/2022;complet;dev_integral;300 - 400€
menuisier;M;1934;26796348541;FAUX;VRAI;0 - 20K;0 - 0K;Private;z_SUV;8;5.0;Highly Urban/ Urban;11/01/2022;complet;dev_express;200 - 300€
chargé des relations publiques;M;1958;36096904106;FAUX;FAUX;+ 80K;0 - 0K;Commercial;Panel Truck;0;16.0;Highly Urban/ Urban;29/01/2022;complet;dev_express;200 - 300€
fiscaliste;M;1964;46641251297;FAUX;FAUX;+ 80K;0 - 0K;Commercial;Panel Truck;5;19.0;Highly Urban/ Urban;27/01/2022;complet;dev_express;200 - 300€
guide-conférencier;F;2019;12165581877;FAUX;VRAI;40 - 60K;0 - 0K;Private;Minivan;0;7.0;Highly Urban/ Urban;09/04/2022;complet;dev_integral;200 - 300€
chargé des relations publiques;F;2002;38215444895;FAUX;VRAI;60 - 80K;200 - 300K;Commercial;z_SUV;0;8.0;Highly Urban/ Urban;04/02/2022;complet;dev_integral;200 - 300€
concepteur de niveaux de jeu web;M;2013;35052918163;FAUX;VRAI;60 - 80K;200 - 300K;Private;Minivan;2;9.0;Highly Urban/ Urban;13/04/2022;complet;dev_premium;300 - 400€
administrateur territorial;M;1983;20619904926;FAUX;FAUX;Inconnu;200 - 300K;Commercial;Van;1;14.0;Highly Urban/ Urban;01/03/2022;complet;dev_premium;300 - 400€
vendeur en magasin;F;1960;51775218484;FAUX;FAUX;0 - 20K;0 - 100K;Private;z_SUV;0;1.0;Highly Urban/ Urban;13/02/2022;complet;dev_premium;300 - 400€
chef de rayon;M;1959;20723853722;FAUX;VRAI;20 - 40K;100 - 200K;Commercial;Van;2;1.0;Highly Urban/ Urban;27/03/2022;complet;dev_integral;300 - 400€
enseignant d'art;M;1973;31471583884;FAUX;FAUX;+ 80K;200 - 300K;Private;Sports Car;0;14.0;Highly Urban/ Urban;26/03/2022;complet;dev_express;200 - 300€
maréchal-ferrant;F;1942;36353696178;FAUX;FAUX;+ 80K;300 - 400K;Private;Pickup;0;;Highly Urban/ Urban;05/04/2022;complet;dev_premium;300 - 400€
podo-orthésiste;F;2014;34957801077;FAUX;FAUX;0 - 20K;0 - 100K;Private;z_SUV;2;16.0;z_Highly Rural/ Rural;23/01/2022;complet;dev_premium;400 - 500€
façadier;M;1946;2738389243;FAUX;FAUX;+ 80K;0 - 0K;Commercial;Pickup;0;16.0;Highly Urban/ Urban;14/02/2022;complet;dev_integral;200 - 300€
agent arboricole;F;1967;39613961543;FAUX;FAUX;20 - 40K;100 - 200K;Private;Pickup;0;;Highly Urban/ Urban;31/03/2022;complet;dev_express;200 - 300€
ingénieur électronicien électronicienne des systèmes de la sécurité aérienne (IESSA);M;1972;24388123711;FAUX;FAUX;0 - 20K;0 - 0K;Private;Pickup;1;1.0;Highly Urban/ Urban;11/05/2022;complet;dev_integral;300 - 400€
metteur en scène;F;1985;58593409406;FAUX;VRAI;0 - 20K;0 - 0K;Private;z_SUV;7;1.0;Highly Urban/ Urban;24/03/2022;complet;dev_integral;300 - 400€
agronome;M;1950;35239041628;FAUX;FAUX;0 - 20K;100 - 200K;Private;Pickup;6;1.0;Highly Urban/ Urban;29/03/2022;complet;dev_express;200 - 300€
designer d'interaction;F;1987;36404434054;FAUX;VRAI;Inconnu;0 - 100K;Commercial;Panel Truck;0;1.0;Highly Urban/ Urban;02/01/2022;complet;dev_integral;300 - 400€
collaborateur de notaire de notaire;M;1954;56216809815;VRAI;VRAI;20 - 40K;100 - 200K;Commercial;Pickup;5;1.0;Highly Urban/ Urban;29/05/2022;complet;dev_integral;300 - 400€
ingénieur brevets;M;2007;43587450768;FAUX;FAUX;+ 80K;0 - 0K;Private;Van;11;16.0;Highly Urban/ Urban;18/04/2022;complet;dev_integral;300 - 400€
microtechnicien;M;1957;2843256079;FAUX;FAUX;0 - 20K;100 - 200K;Private;Minivan;2;1.0;z_Highly Rural/ Rural;17/04/2022;complet;dev_integral;300 - 400€
chef de cultures légumières;M;1940;47056525629;FAUX;FAUX;+ 80K;Inconnu;Commercial;Minivan;6;7.0;Highly Urban/ Urban;08/03/2022;complet;dev_integral;300 - 400€
opérateur prépresse;F;1968;36842779333;FAUX;FAUX;40 - 60K;100 - 200K;Private;Sports Car;3;1.0;Highly Urban/ Urban;02/02/2022;incomplet;dev_premium;300 - 400€
accompagnateur en moyenne montagne;F;1934;35173009949;FAUX;FAUX;+ 80K;Inconnu;Private;Sports Car;0;12.0;Highly Urban/ Urban;28/04/2022;complet;dev_express;200 - 300€
styliste;F;1931;49649881190;FAUX;VRAI;40 - 60K;100 - 200K;Commercial;Minivan;0;6.0;z_Highly Rural/ Rural;19/04/2022;incomplet;dev_premium;400 - 500€
responsable de projets culturels;M;1975;37064123025;FAUX;VRAI;Inconnu;0 - 0K;Commercial;Van;0;1.0;Highly Urban/ Urban;25/03/2022;incomplet;dev_vip;+ 500€
orthodontiste;M;1976;56882783938;FAUX;FAUX;+ 80K;0 - 0K;Commercial;z_SUV;1;7.0;z_Highly Rural/ Rural;05/04/2022;complet;dev_premium;400 - 500€
professeur-documentaliste;M;1956;14095307975;FAUX;FAUX;20 - 40K;Inconnu;Private;Minivan;1;5.0;Highly Urban/ Urban;12/04/2022;incomplet;dev_integral;300 - 400€
hydrologue;M;1981;499586984;VRAI;VRAI;20 - 40K;100 - 200K;Commercial;Minivan;0;5.0;Highly Urban/ Urban;30/03/2022;complet;dev_premium;+ 500€
auteur-compositeur interprète interprète;F;1964;13769746270;FAUX;FAUX;60 - 80K;200 - 300K;Private;Minivan;2;1.0;Highly Urban/ Urban;09/04/2022;complet;dev_integral;300 - 400€
ingénieur nucléaire;F;1957;42491108520;VRAI;VRAI;40 - 60K;200 - 300K;Commercial;Pickup;1;1.0;z_Highly Rural/ Rural;10/03/2022;incomplet;dev_express;200 - 300€
consultant en validation;F;1960;17680716086;FAUX;FAUX;+ 80K;300 - 400K;Commercial;Panel Truck;6;18.0;Highly Urban/ Urban;06/05/2022;complet;dev_express;200 - 300€
agent de développement des énergies renouvelables;F;1952;2388248079;VRAI;VRAI;40 - 60K;100 - 200K;Private;z_SUV;4;11.0;z_Highly Rural/ Rural;29/04/2022;complet;dev_integral;300 - 400€
géomètre-topographe;F;1975;27177549134;FAUX;FAUX;20 - 40K;100 - 200K;Commercial;z_SUV;3;1.0;Highly Urban/ Urban;03/01/2022;complet;dev_express;200 - 300€
ingénieur études et développement en logiciels de simulation;M;2003;56101337080;FAUX;FAUX;60 - 80K;200 - 300K;Commercial;Panel Truck;1;4.0;z_Highly Rural/ Rural;09/05/2022;complet;dev_vip;+ 500€
assistant en architecture;F;1931;19680475538;FAUX;FAUX;Inconnu;100 - 200K;Commercial;Pickup;0;17.0;Highly Urban/ Urban;22/01/2022;complet;dev_integral;200 - 300€
maquettiste;F;2022;1290484875;FAUX;VRAI;+ 80K;300 - 400K;Private;Minivan;0;21.0;Highly Urban/ Urban;14/03/2022;incomplet;dev_premium;+ 500€
coloriste;F;2014;11663835788;FAUX;FAUX;20 - 40K;100 - 200K;Private;Minivan;0;15.0;Highly Urban/ Urban;29/04/2022;complet;dev_express;200 - 300€
carrossier;F;1958;17151625149;VRAI;VRAI;40 - 60K;200 - 300K;Commercial;Sports Car;5;1.0;z_Highly Rural/ Rural;12/02/2022;incomplet;dev_express;200 - 300€
biostatisticien;F;1950;14913958109;FAUX;FAUX;40 - 60K;100 - 200K;Commercial;Panel Truck;5;;Highly Urban/ Urban;24/02/2022;complet;dev_integral;300 - 400€
directeur d'hôtel;F;1965;20128611041;FAUX;FAUX;0 - 20K;0 - 0K;Commercial;Pickup;0;1.0;Highly Urban/ Urban;01/04/2022;complet;dev_express;200 - 300€
responsable assurance qualité;F;1940;36869953258;FAUX;FAUX;+ 80K;0 - 0K;Commercial;Pickup;3;13.0;Highly Urban/ Urban;12/02/2022;complet;dev_express;200 - 300€
coffreur-boiseur;F;1964;32326723571;FAUX;VRAI;40 - 60K;200 - 300K;Private;Van;0;12.0;Highly Urban/ Urban;19/04/2022;complet;dev_integral;300 - 400€
analyste de crédit;M;1944;4071346920;FAUX;VRAI;0 - 20K;Inconnu;Commercial;z_SUV;2;6.0;Highly Urban/ Urban;06/02/2022;complet;dev_premium;400 - 500€
visiteur médical médicale;F;1963;5949013188;FAUX;VRAI;0 - 20K;0 - 100K;Private;Sports Car;0;9.0;Highly Urban/ Urban;07/01/2022;complet;dev_integral;200 - 300€
enseignant de la conduite automobile et de la sécurité routière;F;1994;54458194750;FAUX;FAUX;0 - 20K;0 - 0K;Commercial;Pickup;0;1.0;Highly Urban/ Urban;19/03/2022;complet;dev_premium;300 - 400€
guichetier;F;1951;109792215;FAUX;FAUX;Inconnu;300 - 400K;Private;Pickup;0;;Highly Urban/ Urban;10/03/2022;complet;dev_integral;300 - 400€
géochimiste;F;1968;2505653064;FAUX;FAUX;40 - 60K;200 - 300K;Private;Minivan;2;16.0;Highly Urban/ Urban;06/01/2022;incomplet;dev_integral;300 - 400€
assistant en ressources humaines;F;1973;55028486921;FAUX;FAUX;20 - 40K;100 - 200K;Commercial;Pickup;0;19.0;Highly Urban/ Urban;08/05/2022;complet;dev_integral;300 - 400€
statisticien;F;1936;43474750325;FAUX;VRAI;40 - 60K;100 - 200K;Commercial;z_SUV;0;7.0;Highly Urban/ Urban;09/03/2022;complet;dev_express;200 - 300€
auditeur qualité;M;1950;16411983508;FAUX;FAUX;0 - 20K;100 - 200K;Private;z_SUV;2;15.0;Highly Urban/ Urban;20/04/2022;complet;dev_express;200 - 300€
libraire;F;1943;38519473724;FAUX;FAUX;+ 80K;0 - 0K;Commercial;Pickup;3;1.0;Highly Urban/ Urban;05/04/2022;complet;dev_integral;300 - 400€
écrivain;M;1975;20828680320;FAUX;VRAI;+ 80K;200 - 300K;Private;z_SUV;4;9.0;Highly Urban/ Urban;20/05/2022;complet;dev_integral;200 - 300€
archéologue;M;1959;43893888862;FAUX;VRAI;0 - 20K;100 - 200K;Private;z_SUV;1;6.0;Highly Urban/ Urban;03/03/2022;complet;dev_integral;200 - 300€
halieute;F;1954;29060020893;VRAI;VRAI;0 - 20K;100 - 200K;Private;z_SUV;2;1.0;Highly Urban/ Urban;12/03/2022;complet;dev_express;200 - 300€
expert automobile;F;1940;41265562585;FAUX;VRAI;60 - 80K;0 - 0K;Private;Sports Car;0;12.0;Highly Urban/ Urban;06/01/2022;complet;dev_express;200 - 300€
animateur nature nature;M;1995;14626299361;FAUX;FAUX;Inconnu;200 - 300K;Commercial;Pickup;7;4.0;Highly Urban/ Urban;17/01/2022;complet;dev_express;200 - 300€
auditeur qualité;F;1932;25485057493;FAUX;VRAI;0 - 20K;0 - 100K;Private;z_SUV;1;8.0;Highly Urban/ Urban;04/03/2022;complet;dev_integral;300 - 400€
ingénieur technico-commercial technico-commerciale;F;1971;35307124029;FAUX;FAUX;+ 80K;300 - 400K;Private;z_SUV;0;20.0;Highly Urban/ Urban;28/02/2022;complet;dev_premium;400 - 500€
responsable du soutien logistique intégré;M;1985;2677432331;FAUX;FAUX;60 - 80K;0 - 0K;Commercial;Van;0;4.0;Highly Urban/ Urban;22/03/2022;complet;dev_express;200 - 300€
responsable du service après-vente;F;1999;29793333958;FAUX;VRAI;40 - 60K;100 - 200K;Commercial;Minivan;0;10.0;Highly Urban/ Urban;09/05/2022;complet;dev_express;200 - 300€
gendarme;F;1987;24995184859;FAUX;FAUX;+ 80K;200 - 300K;Commercial;Pickup;0;;Highly Urban/ Urban;11/03/2022;complet;dev_integral;200 - 300€
déclarant en douane;F;1971;53019280271;FAUX;FAUX;60 - 80K;0 - 0K;Commercial;Van;5;1.0;Highly Urban/ Urban;19/02/2022;complet;dev_integral;300 - 400€
technicien céramiste;F;1933;13743628681;FAUX;VRAI;+ 80K;0 - 0K;Private;Minivan;0;10.0;Highly Urban/ Urban;05/01/2022;incomplet;dev_integral;200 - 300€
éditeur;M;1968;11596141430;FAUX;FAUX;40 - 60K;Inconnu;Commercial;Pickup;0;8.0;Highly Urban/ Urban;07/02/2022;incomplet;dev_integral;300 - 400€
secrétaire d'édition;F;1987;8345293704;FAUX;VRAI;0 - 20K;100 - 200K;Private;Sports Car;2;8.0;Highly Urban/ Urban;28/04/2022;complet;dev_premium;400 - 500€
technicien d'essais;M;1996;55315012987;FAUX;FAUX;+ 80K;400 - 500K;Private;Pickup;0;1.0;Highly Urban/ Urban;01/03/2022;complet;dev_integral;200 - 300€
accompagnant éducatif et social éducative et sociale;M;1987;34978737876;VRAI;VRAI;+ 80K;300 - 400K;Private;Minivan;1;1.0;Highly Urban/ Urban;17/01/2022;complet;dev_integral;200 - 300€
ingénieur technico-commercial technico-commerciale en informatique;M;1965;37041871529;FAUX;FAUX;0 - 20K;100 - 200K;Private;z_SUV;0;9.0;z_Highly Rural/ Rural;12/03/2022;complet;dev_premium;300 - 400€
monteur-câbleur;M;1976;27098381400;FAUX;FAUX;60 - 80K;200 - 300K;Private;Sports Car;1;5.0;Highly Urban/ Urban;14/04/2022;complet;dev_express;200 - 300€
conseiller en voyages;M;1990;43481331480;FAUX;FAUX;+ 80K;200 - 300K;Commercial;Panel Truck;0;12.0;Highly Urban/ Urban;17/02/2022;complet;dev_express;200 - 300€
déclarant en douane;F;1965;5119581807;FAUX;FAUX;40 - 60K;100 - 200K;Private;Minivan;2;11.0;Highly Urban/ Urban;19/04/2022;complet;dev_integral;200 - 300€
avocat;M;1949;50576934502;VRAI;VRAI;0 - 20K;100 - 200K;Commercial;Pickup;0;5.0;z_Highly Rural/ Rural;18/05/2022;complet;dev_integral;200 - 300€
électromécanicien en remontées mécaniques;M;1937;40410716128;FAUX;FAUX;60 - 80K;200 - 300K;Commercial;Pickup;1;12.0;z_Highly Rural/ Rural;13/03/2022;complet;dev_express;200 - 300€
plâtrier;F;2022;29098504705;VRAI;VRAI;+ 80K;0 - 0K;Commercial;Van;0;;Highly Urban/ Urban;11/05/2022;complet;dev_express;200 - 300€
façonnier des industries graphiques;F;2012;37426247561;FAUX;FAUX;+ 80K;0 - 0K;Commercial;Panel Truck;1;;Highly Urban/ Urban;11/01/2022;complet;dev_premium;400 - 500€
technicien radioprotection;F;2004;13654638450;FAUX;FAUX;20 - 40K;100 - 200K;Private;z_SUV;2;6.0;Highly Urban/ Urban;09/05/2022;complet;dev_integral;300 - 400€
web-ergonome;F;1966;39459234574;VRAI;VRAI;0 - 20K;100 - 200K;Commercial;Minivan;6;1.0;Highly Urban/ Urban;04/01/2022;complet;dev_integral;300 - 400€
conseiller en insertion sociale et professionnelle;F;1968;1881085554;FAUX;VRAI;0 - 20K;0 - 0K;Private;z_SUV;7;6.0;Highly Urban/ Urban;30/05/2022;complet;dev_express;200 - 300€
aide-chimiste;M;1995;12215444901;FAUX;FAUX;+ 80K;0 - 0K;Private;Minivan;1;9.0;Highly Urban/ Urban;06/03/2022;complet;dev_express;200 - 300€
formateur en informatique;M;2000;3604142440;FAUX;VRAI;20 - 40K;100 - 200K;Private;z_SUV;7;4.0;Highly Urban/ Urban;19/01/2022;complet;dev_premium;400 - 500€
credit manager;F;2017;12867805069;FAUX;VRAI;40 - 60K;200 - 300K;Private;Pickup;2;9.0;Highly Urban/ Urban;20/04/2022;complet;dev_integral;300 - 400€
conseiller en insertion sociale et professionnelle;M;1966;56678152173;FAUX;FAUX;0 - 20K;0 - 0K;Private;z_SUV;1;1.0;Highly Urban/ Urban;24/05/2022;complet;dev_express;200 - 300€
infirmier humanitaire;F;2002;53573738553;FAUX;VRAI;0 - 20K;0 - 100K;Private;z_SUV;8;1.0;Highly Urban/ Urban;26/03/2022;complet;dev_express;200 - 300€
microbiologiste;F;1947;49038311852;FAUX;FAUX;0 - 20K;0 - 0K;Private;z_SUV;1;8.0;Highly Urban/ Urban;23/03/2022;complet;dev_integral;300 - 400€
chef de projet éolien;M;1995;5912278667;FAUX;FAUX;+ 80K;0 - 0K;Commercial;Panel Truck;0;18.0;Highly Urban/ Urban;12/04/2022;complet;dev_integral;200 - 300€
chargé d'études ressources humaines;M;1994;53659275927;FAUX;FAUX;+ 80K;300 - 400K;Private;Minivan;0;11.0;Highly Urban/ Urban;15/04/2022;complet;dev_integral;300 - 400€
ingénieur chimiste en développement analytique;F;1955;35634306759;FAUX;FAUX;40 - 60K;100 - 200K;Commercial;Pickup;1;6.0;Highly Urban/ Urban;20/04/2022;complet;dev_express;200 - 300€
enseignant spécialisé spécialisée;F;1952;12068257365;FAUX;FAUX;20 - 40K;0 - 0K;Private;z_SUV;0;1.0;z_Highly Rural/ Rural;02/05/2022;complet;dev_integral;300 - 400€
ingénieur chimiste en développement analytique;M;1981;19507557099;VRAI;VRAI;20 - 40K;100 - 200K;Commercial;Minivan;0;1.0;Highly Urban/ Urban;16/03/2022;incomplet;dev_premium;300 - 400€
gestionnaire de contrats informatiques;F;1956;57137909850;FAUX;VRAI;0 - 20K;Inconnu;Private;Van;6;1.0;Highly Urban/ Urban;21/05/2022;complet;dev_express;200 - 300€
designer industriel industrielle;F;1999;7605240066;FAUX;VRAI;60 - 80K;0 - 0K;Private;z_SUV;0;;Highly Urban/ Urban;01/03/2022;complet;dev_express;200 - 300€
formateur d'adultes;F;1971;35531546282;VRAI;VRAI;60 - 80K;200 - 300K;Private;Minivan;3;7.0;Highly Urban/ Urban;10/05/2022;complet;dev_premium;400 - 500€
technicien chimiste;F;1952;45997826502;FAUX;FAUX;+ 80K;300 - 400K;Private;Sports Car;1;10.0;Highly Urban/ Urban;06/03/2022;complet;dev_integral;300 - 400€
expert en assurances;F;2019;34109984588;FAUX;FAUX;0 - 20K;100 - 200K;Private;Minivan;0;1.0;z_Highly Rural/ Rural;26/05/2022;complet;dev_integral;200 - 300€
orthophoniste;F;2001;49847877048;VRAI;VRAI;20 - 40K;100 - 200K;Private;Sports Car;1;1.0;Highly Urban/ Urban;25/04/2022;complet;dev_integral;200 - 300€
charpentier bois;F;1978;5154246431;FAUX;FAUX;20 - 40K;100 - 200K;Commercial;z_SUV;0;1.0;Highly Urban/ Urban;24/05/2022;incomplet;dev_integral;300 - 400€
webdesigner;F;1968;13983528699;FAUX;VRAI;0 - 20K;0 - 0K;Commercial;Minivan;1;8.0;z_Highly Rural/ Rural;30/03/2022;incomplet;dev_express;200 - 300€
moniteur d'activités équestres;M;1963;54455075479;FAUX;FAUX;20 - 40K;100 - 200K;Commercial;z_SUV;0;1.0;z_Highly Rural/ Rural;29/05/2022;complet;dev_premium;300 - 400€
professeur de mathématiques ou de physique-chimie;M;2015;48783872287;FAUX;VRAI;20 - 40K;100 - 200K;Private;Sports Car;5;10.0;Highly Urban/ Urban;03/02/2022;complet;dev_express;200 - 300€
avocat;M;1995;27310665524;FAUX;VRAI;20 - 40K;0 - 0K;Commercial;Minivan;0;8.0;Highly Urban/ Urban;16/05/2022;complet;dev_express;200 - 300€
professeur dans l'enseignement agricole;F;1965;11547630214;VRAI;VRAI;60 - 80K;200 - 300K;Private;z_SUV;1;10.0;Highly Urban/ Urban;15/05/2022;complet;dev_express;200 - 300€
médiateur scientifique;M;1949;19787182584;FAUX;VRAI;60 - 80K;100 - 200K;Private;z_SUV;2;6.0;Highly Urban/ Urban;28/05/2022;complet;dev_express;200 - 300€
traffic manager;F;1948;53789457244;FAUX;FAUX;0 - 20K;0 - 0K;Commercial;Pickup;2;11.0;z_Highly Rural/ Rural;27/03/2022;complet;dev_integral;200 - 300€
diagnostiqueur immobilier;M;1973;3520562273;FAUX;FAUX;20 - 40K;100 - 200K;Private;z_SUV;4;1.0;Highly Urban/ Urban;03/02/2022;complet;dev_integral;300 - 400€
mécanicien-réparateur en matériel agricole;F;2015;37241511422;FAUX;FAUX;+ 80K;300 - 400K;Commercial;Panel Truck;4;8.0;Highly Urban/ Urban;06/05/2022;complet;dev_premium;+ 500€
